Pet_ageMonths,Breed_primary,Breed_secondary,Color,Outcome_Type,Outcome_Rating,Fixed,Sex
12,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Cream,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Blue,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
60,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female
120,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
60,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
72,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Blue/Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
60,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
96,Chihuahua Shorthair Mix,,Red,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,White/Chocolate,Adoption,Positive,Spayed,Female
72,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Spayed,Female
132,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female
60,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,White/Brown Brindle,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
120,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female
96,Chihuahua Shorthair Mix,,Black/Tricolor,Adoption,Positive,Spayed,Female
120,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Fawn/White,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female
60,Chihuahua Shorthair Mix,,Sable/Brown,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
84,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
72,Chihuahua Shorthair Mix,,Black/Tricolor,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Fawn,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Blue Merle,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Cream,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female
72,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,White/Chocolate,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Tan/Tan,Adoption,Positive,Spayed,Female
144,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown/Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
108,Chihuahua Shorthair Mix,,Fawn,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown/Tan,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female
144,Chihuahua Shorthair Mix,,Chocolate,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
72,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
60,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
120,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female
84,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
72,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
60,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
120,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
60,Chihuahua Shorthair Mix,,Red,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Spayed,Female
120,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
84,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown/Tan,Adoption,Positive,Spayed,Female
96,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
96,Chihuahua Shorthair Mix,,Buff/Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female
96,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
60,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Sable/Black,Adoption,Positive,Spayed,Female
192,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
84,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Black/Tricolor,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female
72,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Fawn/White,Adoption,Positive,Spayed,Female
72,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
72,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Spayed,Female
108,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown Brindle,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown Brindle,Adoption,Positive,Spayed,Female
60,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
96,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female
96,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,White/Cream,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
96,Chihuahua Shorthair Mix,,White/Red,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Liver/Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Brown Brindle/White,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Buff/Tan,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
96,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Fawn,Adoption,Positive,Spayed,Female
108,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
108,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
96,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
72,Chihuahua Shorthair Mix,,Sable,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female
84,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair,,Tan/White,Adoption,Positive,Intact,Male
144,Chihuahua Shorthair,,Black/White,Adoption,Positive,Intact,Female
156,Chihuahua Shorthair,,Buff,Adoption,Positive,Intact,Female
2,Chihuahua Shorthair,,Black,Adoption,Positive,Neutered,Male
2,Chihuahua Shorthair,,Black/White,Adoption,Positive,Neutered,Male
12,Chihuahua Shorthair,,White,Adoption,Positive,Neutered,Male
12,Chihuahua Shorthair,,Tricolor,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair,,Black/Brown,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair,,Black,Adoption,Positive,Neutered,Male
84,Chihuahua Shorthair,,Black/Tan,Adoption,Positive,Neutered,Male
120,Chihuahua Shorthair,,Black/Brown,Adoption,Positive,Neutered,Male
2,Chihuahua Shorthair,,Tan/White,Adoption,Positive,Spayed,Female
5,Chihuahua Shorthair,,Brown/White,Adoption,Positive,Spayed,Female
5,Chihuahua Shorthair,,Black/Tan,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair,,Black,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair,,White/Black,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair,,Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair,,Tan,Adoption,Positive,Spayed,Female
72,Chihuahua Shorthair,,Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair,,Buff,Adoption,Positive,Spayed,Female
72,Chihuahua Shorthair,,Brown,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair,,Brown/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair,,White/Blue,Adoption,Positive,Spayed,Female
72,Chihuahua Shorthair,,Black/Tan,Adoption,Positive,Spayed,Female
108,Chihuahua Shorthair,,Black/White,Adoption,Positive,Spayed,Female
144,Chihuahua Shorthair,,Tan/White,Adoption,Positive,Spayed,Female
84,Chihuahua Shorthair,,Tan/White,Adoption,Positive,Spayed,Female
24,Chihuahua Shorthair,,Tan,Adoption,Positive,Spayed,Female
48,Chihuahua Shorthair,,Tan/White,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair,,Tricolor,Adoption,Positive,Spayed,Female
36,Chihuahua Shorthair,,White/Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Longhair,Pug,Tan/Tricolor,Adoption,Positive,Neutered,Male
10,Chihuahua Longhair,Pomeranian,Black,Adoption,Positive,Spayed,Female
6,Chihuahua Longhair,Maltese,White/Tan,Adoption,Positive,Spayed,Female
3,Chihuahua Longhair,Italian Greyhound,Tricolor,Adoption,Positive,Neutered,Male
12,Chihuahua Longhair,Dachshund,Tricolor,Adoption,Positive,Neutered,Male
12,Chihuahua Longhair,Cardigan Welsh Corgi,Sable,Adoption,Positive,Spayed,Female
12,Chihuahua Longhair,Cairn Terrier,Tan/Cream,Adoption,Positive,Spayed,Female
12,Chihuahua Longhair Mix,,Red,Adoption,Positive,Intact,Female
2,Chihuahua Longhair Mix,,White/Tricolor,Adoption,Positive,Neutered,Male
4,Chihuahua Longhair Mix,,Tan/White,Adoption,Positive,Neutered,Male
8,Chihuahua Longhair Mix,,Tan,Adoption,Positive,Neutered,Male
2,Chihuahua Longhair Mix,,Chocolate/White,Adoption,Positive,Neutered,Male
8,Chihuahua Longhair Mix,,Tricolor,Adoption,Positive,Neutered,Male
5,Chihuahua Longhair Mix,,Tricolor,Adoption,Positive,Neutered,Male
12,Chihuahua Longhair Mix,,Black,Adoption,Positive,Neutered,Male
12,Chihuahua Longhair Mix,,Brown/White,Adoption,Positive,Neutered,Male
12,Chihuahua Longhair Mix,,Tricolor,Adoption,Positive,Neutered,Male
12,Chihuahua Longhair Mix,,Tan,Adoption,Positive,Neutered,Male
48,Chihuahua Longhair Mix,,Brown/Tan,Adoption,Positive,Neutered,Male
36,Chihuahua Longhair Mix,,Chocolate,Adoption,Positive,Neutered,Male
96,Chihuahua Longhair Mix,,Black/White,Adoption,Positive,Neutered,Male
36,Chihuahua Longhair Mix,,White/Brown,Adoption,Positive,Neutered,Male
36,Chihuahua Longhair Mix,,Tricolor,Adoption,Positive,Neutered,Male
24,Chihuahua Longhair Mix,,Black/Brown,Adoption,Positive,Neutered,Male
60,Chihuahua Longhair Mix,,Black,Adoption,Positive,Neutered,Male
36,Chihuahua Longhair Mix,,Black/White,Adoption,Positive,Neutered,Male
60,Chihuahua Longhair Mix,,Tan/White,Adoption,Positive,Neutered,Male
24,Chihuahua Longhair Mix,,Buff,Adoption,Positive,Neutered,Male
24,Chihuahua Longhair Mix,,Tan,Adoption,Positive,Neutered,Male
36,Chihuahua Longhair Mix,,Black/Tan,Adoption,Positive,Neutered,Male
36,Chihuahua Longhair Mix,,Red,Adoption,Positive,Neutered,Male
36,Chihuahua Longhair Mix,,White/Brown,Adoption,Positive,Neutered,Male
24,Chihuahua Longhair Mix,,White/Black,Adoption,Positive,Neutered,Male
96,Chihuahua Longhair Mix,,Tricolor/Brown,Adoption,Positive,Neutered,Male
4,Chihuahua Longhair Mix,,Black/White,Adoption,Positive,Spayed,Female
2,Chihuahua Longhair Mix,,Tan,Adoption,Positive,Spayed,Female
9,Chihuahua Longhair Mix,,Tan/White,Adoption,Positive,Spayed,Female
2,Chihuahua Longhair Mix,,Sable/Tan,Adoption,Positive,Spayed,Female
9,Chihuahua Longhair Mix,,Tan/White,Adoption,Positive,Spayed,Female
9,Chihuahua Longhair Mix,,Brown/Black,Adoption,Positive,Spayed,Female
5,Chihuahua Longhair Mix,,Tan/White,Adoption,Positive,Spayed,Female
2,Chihuahua Longhair Mix,,Tan,Adoption,Positive,Spayed,Female
4,Chihuahua Longhair Mix,,Tricolor,Adoption,Positive,Spayed,Female
5,Chihuahua Longhair Mix,,Tricolor,Adoption,Positive,Spayed,Female
2,Chihuahua Longhair Mix,,Cream,Adoption,Positive,Spayed,Female
10,Chihuahua Longhair Mix,,Buff,Adoption,Positive,Spayed,Female
10,Chihuahua Longhair Mix,,Tan,Adoption,Positive,Spayed,Female
5,Chihuahua Longhair Mix,,Chocolate,Adoption,Positive,Spayed,Female
2,Chihuahua Longhair Mix,,Tricolor/Brown,Adoption,Positive,Spayed,Female
12,Chihuahua Longhair Mix,,White/Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Longhair Mix,,Brown,Adoption,Positive,Spayed,Female
12,Chihuahua Longhair Mix,,Brown/Black,Adoption,Positive,Spayed,Female
12,Chihuahua Longhair Mix,,Red/White,Adoption,Positive,Spayed,Female
12,Chihuahua Longhair Mix,,Black/White,Adoption,Positive,Spayed,Female
12,Chihuahua Longhair Mix,,Brown/White,Adoption,Positive,Spayed,Female
12,Chihuahua Longhair Mix,,Black/White,Adoption,Positive,Spayed,Female
12,Chihuahua Longhair Mix,,Tricolor,Adoption,Positive,Spayed,Female
12,Chihuahua Longhair Mix,,Tan/White,Adoption,Positive,Spayed,Female
12,Chihuahua Longhair Mix,,Buff,Adoption,Positive,Spayed,Female
36,Chihuahua Longhair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Longhair Mix,,Buff,Adoption,Positive,Spayed,Female
60,Chihuahua Longhair Mix,,Tan/White,Adoption,Positive,Spayed,Female
72,Chihuahua Longhair Mix,,Chocolate,Adoption,Positive,Spayed,Female
24,Chihuahua Longhair Mix,,Tricolor,Adoption,Positive,Spayed,Female
24,Chihuahua Longhair Mix,,Tan/White,Adoption,Positive,Spayed,Female
24,Chihuahua Longhair Mix,,Black/White,Adoption,Positive,Spayed,Female
36,Chihuahua Longhair Mix,,Brown,Adoption,Positive,Spayed,Female
48,Chihuahua Longhair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
60,Chihuahua Longhair Mix,,White,Adoption,Positive,Spayed,Female
48,Chihuahua Longhair Mix,,Red/Tan,Adoption,Positive,Spayed,Female
36,Chihuahua Longhair Mix,,Black/Gray,Adoption,Positive,Spayed,Female
24,Chihuahua Longhair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
24,Chihuahua Longhair,,Brown/White,Adoption,Positive,Neutered,Male
24,Chihuahua Longhair,,Brown,Adoption,Positive,Neutered,Male
3,Chihuahua Longhair,,Brown/White,Adoption,Positive,Spayed,Female
2,Chihuahua Longhair,,Tricolor/Brown,Adoption,Positive,Spayed,Female
24,Chihuahua Longhair,,Brown/White,Adoption,Positive,Spayed,Female
7,Chesa Bay Retr Mix,,Chocolate/White,Adoption,Positive,Neutered,Male
2,Chesa Bay Retr Mix,,Brown/Black,Adoption,Positive,Neutered,Male
12,Chesa Bay Retr Mix,,Brown,Adoption,Positive,Neutered,Male
