Pet_ageMonths,Breed_primary,Breed_secondary,Color,Outcome_Type,Outcome_Rating,Fixed,Sex,pet_id
2.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4545
3.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4546
3.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4547
9.0,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female,4548
2.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female,4549
4.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4550
10.0,Chihuahua Shorthair Mix,,Black/Tricolor,Adoption,Positive,Spayed,Female,4551
5.0,Chihuahua Shorthair Mix,,Sable,Adoption,Positive,Spayed,Female,4552
10.0,Chihuahua Shorthair Mix,,Yellow,Adoption,Positive,Spayed,Female,4553
3.0,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female,4554
6.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female,4555
6.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4556
4.0,Chihuahua Shorthair Mix,,Chocolate,Adoption,Positive,Spayed,Female,4557
5.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4558
2.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4559
2.0,Chihuahua Shorthair Mix,,Cream/White,Adoption,Positive,Spayed,Female,4560
5.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4561
2.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4562
8.0,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Spayed,Female,4563
5.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female,4564
2.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4565
4.0,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female,4566
2.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4567
4.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4568
2.0,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female,4569
2.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4570
2.0,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female,4571
8.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4572
2.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female,4573
7.0,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Spayed,Female,4574
10.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4575
2.0,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female,4576
10.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4577
10.0,Chihuahua Shorthair Mix,,Chocolate,Adoption,Positive,Spayed,Female,4578
8.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4579
8.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4580
2.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4581
7.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4582
4.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female,4583
10.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4584
2.0,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female,4585
3.0,Chihuahua Shorthair Mix,,Fawn,Adoption,Positive,Spayed,Female,4586
11.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female,4587
4.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4588
8.0,Chihuahua Shorthair Mix,,Fawn,Adoption,Positive,Spayed,Female,4589
6.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4590
8.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4591
4.0,Chihuahua Shorthair Mix,,Red,Adoption,Positive,Spayed,Female,4592
5.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female,4593
5.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4594
4.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4595
11.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4596
4.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4597
2.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4598
10.0,Chihuahua Shorthair Mix,,Brown Brindle,Adoption,Positive,Spayed,Female,4599
12.0,Chihuahua Shorthair Mix,,Red,Adoption,Positive,Spayed,Female,4600
12.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4601
12.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female,4602
12.0,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female,4603
12.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4604
12.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4605
12.0,Chihuahua Shorthair Mix,,Buff/White,Adoption,Positive,Spayed,Female,4606
12.0,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female,4607
12.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4608
12.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4609
12.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4610
12.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4611
12.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4612
12.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4613
12.0,Chihuahua Shorthair Mix,,Blue/Tan,Adoption,Positive,Spayed,Female,4614
12.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4615
12.0,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female,4616
12.0,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female,4617
12.0,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female,4618
12.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4619
12.0,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female,4620
12.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4621
12.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4622
12.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4623
12.0,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female,4624
12.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4625
12.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4626
12.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4627
12.0,Chihuahua Shorthair Mix,,Yellow/White,Adoption,Positive,Spayed,Female,4628
12.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4629
12.0,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Spayed,Female,4630
12.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female,4631
12.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4632
12.0,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female,4633
12.0,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Spayed,Female,4634
12.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4635
12.0,Chihuahua Shorthair Mix,,Chocolate/Tan,Adoption,Positive,Spayed,Female,4636
12.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4637
12.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4638
12.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4639
12.0,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Spayed,Female,4640
12.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4641
12.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4642
12.0,Chihuahua Shorthair Mix,,Brown/Tan,Adoption,Positive,Spayed,Female,4643
12.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4644
12.0,Chihuahua Shorthair Mix,,Red,Adoption,Positive,Spayed,Female,4645
12.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4646
12.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female,4647
12.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4648
12.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4649
12.0,Chihuahua Shorthair Mix,,White/Chocolate,Adoption,Positive,Spayed,Female,4650
12.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female,4651
12.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4652
12.0,Chihuahua Shorthair Mix,,Sable,Adoption,Positive,Spayed,Female,4653
12.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4654
12.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4655
12.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4656
12.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4657
12.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female,4658
12.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female,4659
12.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4660
12.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4661
12.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4662
12.0,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female,4663
12.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4664
12.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female,4665
12.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4666
12.0,Chihuahua Shorthair Mix,,Cream,Adoption,Positive,Spayed,Female,4667
12.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4668
12.0,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female,4669
12.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4670
12.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4671
12.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4672
12.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4673
12.0,Chihuahua Shorthair Mix,,Blue,Adoption,Positive,Spayed,Female,4674
12.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female,4675
12.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4676
12.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4677
12.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4678
60.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female,4679
24.0,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female,4680
120.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4681
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4682
36.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4683
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4684
48.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4685
60.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4686
72.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4687
48.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4688
24.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4689
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4690
48.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4691
24.0,Chihuahua Shorthair Mix,,Blue/Tan,Adoption,Positive,Spayed,Female,4692
24.0,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female,4693
24.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4694
60.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4695
24.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female,4696
24.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4697
24.0,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female,4698
24.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4699
24.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4700
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4701
96.0,Chihuahua Shorthair Mix,,Red,Adoption,Positive,Spayed,Female,4702
36.0,Chihuahua Shorthair Mix,,White/Chocolate,Adoption,Positive,Spayed,Female,4703
72.0,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Spayed,Female,4704
132.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4705
24.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female,4706
60.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4707
24.0,Chihuahua Shorthair Mix,,White/Brown Brindle,Adoption,Positive,Spayed,Female,4708
48.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4709
48.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4710
120.0,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female,4711
96.0,Chihuahua Shorthair Mix,,Black/Tricolor,Adoption,Positive,Spayed,Female,4712
120.0,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Spayed,Female,4713
36.0,Chihuahua Shorthair Mix,,Fawn/White,Adoption,Positive,Spayed,Female,4714
48.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4715
36.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4716
24.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female,4717
60.0,Chihuahua Shorthair Mix,,Sable/Brown,Adoption,Positive,Spayed,Female,4718
36.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4719
36.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4720
84.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4721
24.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4722
72.0,Chihuahua Shorthair Mix,,Black/Tricolor,Adoption,Positive,Spayed,Female,4723
36.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female,4724
24.0,Chihuahua Shorthair Mix,,Fawn,Adoption,Positive,Spayed,Female,4725
24.0,Chihuahua Shorthair Mix,,Blue Merle,Adoption,Positive,Spayed,Female,4726
48.0,Chihuahua Shorthair Mix,,Cream,Adoption,Positive,Spayed,Female,4727
36.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4728
24.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4729
48.0,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female,4730
36.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4731
48.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female,4732
24.0,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female,4733
72.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4734
36.0,Chihuahua Shorthair Mix,,White/Chocolate,Adoption,Positive,Spayed,Female,4735
48.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4736
48.0,Chihuahua Shorthair Mix,,Tan/Tan,Adoption,Positive,Spayed,Female,4737
144.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4738
24.0,Chihuahua Shorthair Mix,,Brown/Tan,Adoption,Positive,Spayed,Female,4739
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4740
36.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4741
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4742
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4743
48.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4744
108.0,Chihuahua Shorthair Mix,,Fawn,Adoption,Positive,Spayed,Female,4745
24.0,Chihuahua Shorthair Mix,,Brown/Tan,Adoption,Positive,Spayed,Female,4746
36.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female,4747
144.0,Chihuahua Shorthair Mix,,Chocolate,Adoption,Positive,Spayed,Female,4748
36.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female,4749
48.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4750
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4751
72.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4752
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4753
60.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female,4754
120.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4755
24.0,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female,4756
84.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4757
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4758
72.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4759
60.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4760
24.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4761
48.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4762
120.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4763
60.0,Chihuahua Shorthair Mix,,Red,Adoption,Positive,Spayed,Female,4764
24.0,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Spayed,Female,4765
120.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female,4766
36.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4767
84.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4768
24.0,Chihuahua Shorthair Mix,,Brown/Tan,Adoption,Positive,Spayed,Female,4769
96.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4770
96.0,Chihuahua Shorthair Mix,,Buff/Tan,Adoption,Positive,Spayed,Female,4771
24.0,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female,4772
96.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4773
60.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4774
36.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4775
36.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4776
24.0,Chihuahua Shorthair Mix,,Sable/Black,Adoption,Positive,Spayed,Female,4777
192.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4778
48.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female,4779
24.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4780
24.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4781
24.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4782
48.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female,4783
48.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4784
84.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4785
24.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4786
24.0,Chihuahua Shorthair Mix,,Black/Tricolor,Adoption,Positive,Spayed,Female,4787
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4788
36.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4789
36.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female,4790
24.0,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female,4791
24.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female,4792
72.0,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Spayed,Female,4793
48.0,Chihuahua Shorthair Mix,,Fawn/White,Adoption,Positive,Spayed,Female,4794
72.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4795
72.0,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Spayed,Female,4796
108.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4797
24.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4798
24.0,Chihuahua Shorthair Mix,,Brown Brindle,Adoption,Positive,Spayed,Female,4799
24.0,Chihuahua Shorthair Mix,,Brown Brindle,Adoption,Positive,Spayed,Female,4800
60.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4801
24.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female,4802
24.0,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female,4803
48.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4804
96.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4805
24.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4806
24.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female,4807
48.0,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female,4808
96.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4809
24.0,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Spayed,Female,4810
36.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4811
24.0,Chihuahua Shorthair Mix,,White/Cream,Adoption,Positive,Spayed,Female,4812
24.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female,4813
24.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female,4814
24.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4815
24.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4816
36.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female,4817
96.0,Chihuahua Shorthair Mix,,White/Red,Adoption,Positive,Spayed,Female,4818
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4819
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4820
24.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female,4821
36.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4822
24.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female,4823
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4824
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4825
48.0,Chihuahua Shorthair Mix,,Liver/Tan,Adoption,Positive,Spayed,Female,4826
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4827
48.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4828
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4829
