,AgeuponOutcome,AnimalID,AnimalType,Breed,Color,DateTime,ID,Name,OutcomeSubtype,OutcomeType,SexuponOutcome
14319,2 weeks,A720090,Dog,Labrador Retriever Mix,White/Black,2016-02-15 00:00:00,,,Partner,Transfer,Intact Female
14320,5 years,A710360,Dog,Jack Russell Terrier Mix,White/Brown,2015-08-24 17:59:00,,Apple,,Return_to_owner,Spayed Female
14321,2 months,A678564,Dog,Great Pyrenees,White,2014-05-14 18:55:00,,Jamie,Partner,Transfer,Intact Female
14324,8 years,A713999,Dog,Pit Bull Mix,Brown/White,2015-10-25 11:01:00,,Bones,,Return_to_owner,Neutered Male
14325,3 years,A715152,Dog,Chihuahua Shorthair Mix,Tan,2015-11-01 11:20:00,,Chata,,Return_to_owner,Spayed Female
14326,10 months,A695951,Dog,Pit Bull Mix,White,2015-01-28 12:50:00,,Snow White,,Return_to_owner,Spayed Female
14327,3 years,A673623,Dog,Chihuahua Shorthair Mix,White/Brown,2014-03-09 12:13:00,,Shtinker,,Return_to_owner,Spayed Female
14328,1 year,A713654,Dog,Pit Bull Mix,Red/White,2015-10-11 12:31:00,,Basher,,Return_to_owner,Intact Male
14329,1 year,A718225,Dog,German Shepherd Mix,Black/Tan,2015-12-31 14:20:00,,Missy Santa,,Adoption,Spayed Female
14330,6 years,A699171,Dog,English Coonhound Mix,Black/White,2015-04-28 18:20:00,,Ben,,Adoption,Neutered Male
14332,3 years,A686607,Dog,Australian Shepherd Mix,Tricolor,2014-09-08 17:53:00,,Sophie,,Adoption,Spayed Female
14337,1 year,A683773,Dog,Rat Terrier Mix,Tricolor,2014-07-16 13:51:00,,Ace,Partner,Transfer,Neutered Male
14338,7 years,A671731,Dog,Cairn Terrier Mix,Tan,2014-02-09 13:54:00,,Rufus Jenkin,,Adoption,Neutered Male
14340,2 years,A698493,Dog,Pit Bull Mix,Fawn/White,2015-03-24 17:36:00,,Canelo,,Return_to_owner,Neutered Male
14341,1 year,A673778,Dog,Yorkshire Terrier/Miniature Poodle,Blue/Tan,2014-03-02 11:59:00,,,Partner,Transfer,Intact Male
14343,1 month,A683616,Dog,Chihuahua Shorthair/Border Terrier,Brown/Black,2014-07-30 18:28:00,,,,Adoption,Spayed Female
14344,2 weeks,A678735,Dog,Chihuahua Shorthair/Jack Russell Terrier,White,2014-05-24 08:13:00,,Buddy,Partner,Transfer,Intact Male
14345,1 year,A638296,Dog,Labrador Retriever Mix,Chocolate,2013-12-24 11:10:00,,Starla,,Return_to_owner,Spayed Female
14347,2 months,A684583,Dog,Labrador Retriever/Newfoundland,Black,2014-07-29 17:04:00,,,,Adoption,Spayed Female
14348,3 months,A684555,Dog,Miniature Poodle Mix,Black/White,2014-07-29 17:07:00,,,,Adoption,Spayed Female
14352,2 years,A664934,Dog,Parson Russell Terrier Mix,White/Brown,2013-10-15 17:25:00,,Seymour,,Return_to_owner,Neutered Male
14353,5 months,A696534,Dog,Australian Cattle Dog Mix,Brown Merle/White,2015-05-03 14:32:00,,,,Adoption,Neutered Male
14354,6 years,A710251,Dog,Rottweiler Mix,Black/Brown,2015-09-25 17:46:00,,Arrow,Partner,Transfer,Neutered Male
14355,2 years,A685785,Dog,Cardigan Welsh Corgi Mix,Tricolor,2014-08-17 18:06:00,,Baxter,,Adoption,Neutered Male
14358,2 months,A695791,Dog,Labrador Retriever Mix,Black/White,2015-03-03 16:58:00,,Dakota,,Adoption,Spayed Female
14364,2 months,A702519,Dog,Pit Bull Mix,Brown/White,2015-05-14 19:26:00,,Brownie,,Return_to_owner,Neutered Male
14367,11 months,A671686,Dog,German Shepherd,Black/Tan,2014-02-11 18:08:00,,Maya,,Return_to_owner,Intact Female
14368,5 years,A717366,Dog,Border Terrier Mix,Buff/Black,2015-12-12 17:55:00,,Lassie,,Return_to_owner,Spayed Female
14370,14 years,A696883,Dog,Toy Fox Terrier Mix,Buff/White,2015-02-14 17:51:00,,Lady,,Return_to_owner,Spayed Female
14372,3 months,A675074,Dog,Chow Chow/Labrador Retriever,Black,2014-03-26 12:39:00,,Trina,Partner,Transfer,Intact Female
14373,1 year,A685231,Dog,Labrador Retriever Mix,Black,2014-08-11 18:55:00,,Nelly,,Adoption,Spayed Female
14374,10 months,A661042,Dog,German Pinscher/Whippet,Black/Tan,2014-05-05 15:17:00,,Bentley,Partner,Transfer,Neutered Male
14376,14 years,A640955,Dog,Chihuahua Shorthair Mix,Brown Brindle/White,2013-10-30 16:32:00,,Sprinkles,Partner,Transfer,Spayed Female
14379,3 years,A709294,Dog,Siberian Husky Mix,Red/White,2015-08-07 13:57:00,,Athena,,Return_to_owner,Intact Female
14381,4 years,A695932,Dog,Black Mouth Cur Mix,Brown/White,2015-01-27 17:54:00,,Gypsy,,Return_to_owner,Spayed Female
14382,1 year,A709461,Dog,Chihuahua Shorthair Mix,Brown/Tan,2015-09-27 15:11:00,,Teri Teri,Offsite,Adoption,Spayed Female
14383,2 years,A699048,Dog,Chihuahua Shorthair Mix,Brown/Tan,2015-04-27 18:11:00,,Chispita,,Adoption,Spayed Female
14384,2 years,A719643,Dog,Chihuahua Shorthair Mix,Brown/White,2016-02-04 18:43:00,,Duke,,Return_to_owner,Neutered Male
14386,2 years,A664497,Dog,Rat Terrier/Australian Cattle Dog,Tricolor,2013-10-15 15:04:00,,,Partner,Transfer,Intact Female
14387,2 years,A677882,Dog,Chihuahua Shorthair Mix,Black/Brown,2014-05-03 12:34:00,,Izzy,,Return_to_owner,Intact Female
14388,2 years,A677247,Dog,German Shepherd Mix,Black/Brown,2014-04-30 16:55:00,,Rote,,Return_to_owner,Neutered Male
14389,5 years,A562220,Dog,Bulldog/Pit Bull,Tan/Black,2014-06-26 14:09:00,,Scooby,Aggressive,Euthanasia,Neutered Male
14390,9 years,A430366,Dog,Labrador Retriever Mix,Black,2015-06-23 11:52:00,,Lucky,,Return_to_owner,Neutered Male
14391,1 year,A709472,Dog,Whippet Mix,White/Tan,2015-08-13 18:09:00,,Riku,,Adoption,Neutered Male
14392,1 year,A696162,Dog,Yorkshire Terrier Mix,Black,2015-02-03 17:01:00,,Mr Bentley,,Adoption,Neutered Male
14394,6 years,A695598,Dog,Chihuahua Shorthair Mix,White/Tan,2015-01-20 16:49:00,,Princess,,Return_to_owner,Intact Female
14396,1 year,A719644,Dog,Manchester Terrier Mix,White/Black,2016-01-29 17:13:00,,Stu,,Adoption,Neutered Male
14397,3 months,A669765,Dog,Labrador Retriever Mix,Tricolor,2014-01-23 18:05:00,,Maeve,Foster,Adoption,Spayed Female
14399,4 years,A700767,Dog,Labrador Retriever/Plott Hound,Brown Brindle/White,2015-04-20 15:07:00,,Max,,Return_to_owner,Neutered Male
14401,9 months,A689009,Dog,Pit Bull Mix,Brown Brindle/Blue,2014-12-27 11:12:00,,Pinto,Partner,Transfer,Intact Male
14403,1 year,A689858,Dog,Labrador Retriever/Pit Bull,Blue/White,2014-11-23 11:31:00,,Bronx,Partner,Transfer,Neutered Male
14404,8 years,A552796,Dog,Pit Bull Mix,Black/White,2015-12-06 16:28:00,,Jd,,Adoption,Neutered Male
14405,2 years,A700429,Dog,Chihuahua Shorthair,Brown,2015-04-27 18:00:00,,Rose,Partner,Transfer,Intact Female
14407,3 years,A698781,Dog,Labrador Retriever Mix,Tan/White,2015-03-23 13:15:00,,Sandy,Suffering,Euthanasia,Spayed Female
14408,9 years,A609632,Dog,Rottweiler Mix,Black/Brown,2015-03-23 18:05:00,,Minnie Mouse,,Return_to_owner,Intact Female
14411,5 years,A670092,Dog,Chihuahua Shorthair Mix,Tan/White,2014-01-02 17:53:00,,,Suffering,Euthanasia,Intact Female
14412,1 year,A703662,Dog,Pit Bull Mix,Blue/White,2015-06-29 11:13:00,,Joyce,,Return_to_owner,Spayed Female
14413,9 years,A696569,Dog,Bichon Frise,White,2015-02-08 12:21:00,,Snowy,,Return_to_owner,Neutered Male
14414,2 years,A696510,Dog,Port Water Dog Mix,Brown,2015-02-07 12:16:00,,Moxy,,Adoption,Spayed Female
14415,1 year,A703764,Dog,Border Collie Mix,Black/White,2015-05-30 17:00:00,,Bella,,Return_to_owner,Intact Female
14416,6 months,A712921,Dog,Labrador Retriever Mix,Black/White,2015-10-08 16:26:00,,Shawna,Partner,Transfer,Spayed Female
14417,3 years,A651818,Dog,Australian Cattle Dog Mix,White/Black,2015-04-14 16:17:00,,Mackenzie,,Return_to_owner,Spayed Female
14423,1 year,A697762,Dog,Boxer Mix,Tan,2015-11-09 00:00:00,,Socks,Partner,Transfer,Spayed Female
14424,5 years,A628086,Dog,Pit Bull Mix,Black/White,2014-09-14 15:25:00,,Baby,,Return_to_owner,Spayed Female
14426,2 years,A709204,Dog,Dachshund/Beagle,Black/Brown,2015-08-10 12:06:00,,Bodhi,,Return_to_owner,Neutered Male
14427,2 years,A663511,Dog,American Bulldog/Pit Bull,Brown Brindle/White,2013-10-12 12:58:00,,Bruno,,Adoption,Neutered Male
14429,8 years,A702578,Dog,Australian Cattle Dog Mix,Black/White,2015-05-17 18:10:00,,River,,Return_to_owner,Neutered Male
14431,9 years,A590330,Dog,Australian Cattle Dog Mix,Black/Blue,2014-03-24 12:14:00,,Donut,,Return_to_owner,Spayed Female
14432,2 years,A666413,Dog,Cairn Terrier/Chihuahua Shorthair,Tan/White,2013-11-20 14:46:00,,Chelsie,Foster,Adoption,Spayed Female
14434,2 years,A684351,Dog,Blue Lacy/Labrador Retriever,Tricolor,2014-08-28 15:32:00,,Hercules,,Adoption,Neutered Male
14435,1 year,A685690,Dog,Jack Russell Terrier Mix,White/Tan,2014-08-20 19:05:00,,Chencho,,Adoption,Neutered Male
14437,4 months,A673809,Dog,Great Pyrenees Mix,White/Buff,2014-03-07 11:04:00,,,Partner,Transfer,Spayed Female
14438,3 years,A690169,Dog,Labrador Retriever Mix,Black/White,2014-10-24 17:08:00,,Bruce,,Adoption,Neutered Male
14442,5 years,A578954,Dog,Parson Russell Terrier Mix,White/Brown,2015-04-21 11:25:00,,Remus,Partner,Transfer,Neutered Male
14444,9 years,A705051,Dog,Cocker Spaniel Mix,Chocolate,2015-06-12 16:05:00,,Cocoa,,Return_to_owner,Spayed Female
14450,14 years,A718202,Dog,Pug Mix,Tan/White,2015-12-24 11:54:00,,Tina,,Return_to_owner,Spayed Female
14453,6 years,A679025,Dog,Labrador Retriever Mix,Yellow,2014-05-16 11:18:00,,Chipper,,Return_to_owner,Neutered Male
14455,2 months,A717469,Dog,Mastiff/Chinese Sharpei,Tricolor,2015-12-12 14:02:00,,Mindy,Partner,Transfer,Intact Female
14456,4 years,A664714,Dog,Pit Bull Mix,Blue/White,2013-10-25 17:28:00,,Bruce,Aggressive,Euthanasia,Intact Male
14457,3 months,A662512,Dog,Labrador Retriever/Chinese Sharpei,Black/White,2013-11-21 15:44:00,,Dazzle,Foster,Adoption,Spayed Female
14459,4 weeks,A667930,Dog,German Shepherd/Mastiff,Tan/Black,2013-11-27 11:59:00,,Bree,Partner,Transfer,Intact Female
14462,2 years,A694759,Dog,Treeing Cur Mix,Brown,2015-03-06 18:09:00,,Rosie,Partner,Transfer,Spayed Female
14464,4 years,A691306,Dog,Pit Bull Mix,Black/White,2014-11-12 17:54:00,,Kane,Aggressive,Euthanasia,Neutered Male
14466,5 years,A696100,Dog,Dachshund Mix,Chocolate/Tan,2015-02-04 18:28:00,,Prancer,,Adoption,Neutered Male
14467,5 months,A697480,Dog,Pit Bull Mix,Brown/White,2015-03-01 17:36:00,,Pepita,,Adoption,Spayed Female
14468,6 years,A710771,Dog,Chihuahua Shorthair Mix,Brown,2015-08-28 17:23:00,,Kelli,,Return_to_owner,Spayed Female
14471,10 years,A692985,Dog,Labrador Retriever Mix,White,2014-11-30 11:37:00,,Asia,,Return_to_owner,Spayed Female
14472,4 years,A711742,Dog,Rottweiler Mix,Black/Tan,2015-09-15 10:52:00,,Braxton,,Return_to_owner,Intact Male
14474,8 months,A696738,Dog,Pit Bull Mix,Blue/White,2015-06-21 13:00:00,,Scooby,,Adoption,Neutered Male
14475,2 years,A641215,Dog,Pit Bull Mix,Black,2013-10-15 17:34:00,,Tootsie,,Return_to_owner,Spayed Female
14476,4 years,A702187,Dog,Chihuahua Shorthair Mix,Tan/White,2015-07-15 15:25:00,,Charlie,Partner,Transfer,Neutered Male
14477,6 years,A668629,Dog,Chihuahua Longhair Mix,Chocolate,2013-12-13 12:45:00,,Bonbon,,Adoption,Spayed Female
14479,2 months,A666955,Dog,Labrador Retriever Mix,Black/Black Brindle,2013-11-15 11:13:00,,,,Adoption,Spayed Female
14483,9 years,A691408,Dog,Pit Bull Mix,White/Tan,2014-11-13 17:29:00,,Wally,,Return_to_owner,Neutered Male
14485,6 months,A706414,Dog,Boxer/Labrador Retriever,Black/White,2015-06-29 11:51:00,,Toby,Partner,Transfer,Intact Male
14489,8 years,A666400,Dog,Miniature Pinscher,Black/Tan,2014-01-29 13:20:00,,Chloe,Foster,Adoption,Spayed Female
14492,1 month,A683319,Dog,Chihuahua Shorthair Mix,Tan/White,2014-08-21 07:39:00,,Theo,Foster,Adoption,Neutered Male
14494,1 year,A697104,Dog,Chihuahua Shorthair Mix,White/Brown,2015-03-15 11:20:00,,Doc,,Adoption,Neutered Male
14495,3 months,A669562,Dog,Cairn Terrier Mix,Brown,2014-01-01 16:41:00,,Banjo,,Adoption,Intact Male
14497,13 years,A681417,Dog,Miniature Schnauzer Mix,Gray/White,2014-07-03 16:00:00,,Whiskers,Partner,Transfer,Neutered Male
14499,2 years,A705481,Dog,Siberian Husky Mix,Yellow,2015-07-02 10:15:00,,Sadie,Partner,Transfer,Intact Female
14502,1 month,A666646,Dog,Labrador Retriever Mix,Black/White,2013-11-10 16:44:00,,,Partner,Transfer,Intact Female
14503,2 years,A688107,Dog,Labrador Retriever Mix,Tan/White,2014-11-29 11:49:00,,Anatoli,,Adoption,Neutered Male
14505,7 years,A521865,Dog,Pit Bull Mix,Black Brindle/White,2014-06-02 12:53:00,,Earl,,Return_to_owner,Neutered Male
14508,2 months,A664481,Dog,Dachshund Wirehair/Border Terrier,Black/Tan,2013-10-06 17:18:00,,Costello,,Adoption,Neutered Male
14509,9 years,A433746,Dog,Australian Shepherd Mix,White/Brown,2015-11-04 00:00:00,,Evette,Partner,Transfer,Spayed Female
14513,2 years,A670400,Dog,Labrador Retriever Mix,Black,2014-01-18 11:09:00,,Claire,,Return_to_owner,Spayed Female
14514,5 years,A572003,Dog,Harrier/Catahoula,White/Brown,2015-12-26 18:26:00,,Brodie,,Return_to_owner,Neutered Male
14516,2 years,A702105,Dog,Rat Terrier Mix,White/Tan,2015-05-26 00:00:00,,Sparky,Partner,Transfer,Neutered Male
14517,5 years,A708040,Dog,Labrador Retriever Mix,Chocolate/White,2015-08-05 12:10:00,,Elwood,,Adoption,Neutered Male
14518,1 month,A689180,Dog,Golden Retriever Mix,Brown/White,2014-10-17 17:10:00,,,Foster,Adoption,Neutered Male
14519,1 weeks,A664997,Dog,Australian Cattle Dog Mix,Tricolor,2013-10-15 13:31:00,,,Partner,Transfer,Intact Male
14521,4 years,A693894,Dog,Chihuahua Longhair Mix,Black/White,2014-12-16 16:28:00,,Shiva,,Return_to_owner,Spayed Female
14522,2 years,A705625,Dog,Pit Bull Mix,Brown/White,2015-07-11 13:27:00,,Jack,,Adoption,Neutered Male
14523,2 years,A685771,Dog,Labrador Retriever Mix,Chocolate/White,2014-08-21 14:00:00,,Dixie,,Return_to_owner,Intact Female
14524,2 months,A675884,Dog,Beagle Mix,Black/Tan,2014-04-28 10:20:00,,Elliot,Foster,Adoption,Neutered Male
14525,3 months,A670485,Dog,Anatol Shepherd Mix,Buff,2014-01-12 14:10:00,,Milo,Partner,Transfer,Intact Male
14527,2 years,A698270,Dog,Pit Bull Mix,Brown/White,2015-05-26 17:57:00,,Gretchen,,Adoption,Spayed Female
14528,2 years,A666110,Dog,Staffordshire Mix,Brown/Black,2015-01-17 16:37:00,,Precious,,Adoption,Spayed Female
14529,1 year,A673069,Dog,Pit Bull Mix,Blue/White,2014-05-02 19:11:00,,Lala,Partner,Transfer,Spayed Female
14531,3 months,A700169,Dog,Jack Russell Terrier Mix,White/Tan,2015-04-09 15:47:00,,Sofie,,Return_to_owner,Spayed Female
14532,2 weeks,A680030,Dog,Pit Bull Mix,Brown/White,2014-06-07 12:54:00,,,Partner,Transfer,Intact Male
14533,2 years,A714584,Dog,Pbgv Mix,Black/Gray,2015-11-02 17:26:00,,Chapara,,Return_to_owner,Spayed Female
14534,9 years,A711555,Dog,Chihuahua Shorthair,Black/White,2015-10-18 19:22:00,,Trina,,Adoption,Spayed Female
14535,2 years,A716753,Dog,Landseer Mix,White/Black,2015-12-13 14:00:00,,Ozzy,,Adoption,Neutered Male
14539,4 years,A615843,Dog,Rat Terrier/Queensland Heeler,White/Tan,2013-10-29 16:01:00,,Isabella,Partner,Transfer,Spayed Female
14541,2 years,A703302,Dog,Papillon Mix,Tricolor,2015-05-26 18:13:00,,,,Adoption,Neutered Male
14542,1 year,A696755,Dog,Pit Bull Mix,Yellow Brindle/White,2016-01-09 17:52:00,,April,,Adoption,Spayed Female
14543,1 year,A671729,Dog,Beagle/Cavalier Span,Tricolor,2014-02-11 15:24:00,,Bob Barker,Partner,Transfer,Neutered Male
14544,7 years,A686316,Dog,Pomeranian Mix,White/Brown,2014-08-20 12:15:00,,Fin,,Return_to_owner,Neutered Male
14546,7 years,A664616,Dog,Chihuahua Shorthair Mix,Black,2013-10-10 17:08:00,,Netty,Partner,Transfer,Intact Female
14547,5 years,A569218,Dog,Labrador Retriever Mix,Black/White,2013-10-12 14:55:00,,Emily,,Return_to_owner,Spayed Female
14549,2 years,A694366,Dog,Labrador Retriever/Australian Cattle Dog,White/Brown,2014-12-28 17:26:00,,Jewel,,Adoption,Spayed Female
14552,2 months,A670906,Dog,Australian Shepherd/Labrador Retriever,Tan/White,2014-01-21 17:42:00,,Freya,,Adoption,Spayed Female
14553,5 years,A602764,Dog,Pit Bull Mix,White/Tan,2014-10-24 14:14:00,,Pablo,,Return_to_owner,Neutered Male
14554,10 months,A685521,Dog,Australian Cattle Dog Mix,White/Brown,2014-08-18 19:19:00,,,,Adoption,Neutered Male
14556,3 weeks,A708531,Dog,Pit Bull Mix,Brown/White,2015-08-01 12:47:00,,,Partner,Transfer,Intact Male
14557,5 months,A718006,Dog,Miniature Poodle Mix,White,2015-12-19 13:16:00,,,,Return_to_owner,Intact Male
14559,7 months,A692605,Dog,Labrador Retriever Mix,Chocolate,2014-11-30 13:02:00,,,Partner,Transfer,Spayed Female
14561,4 years,A704776,Dog,Chihuahua Shorthair Mix,Tan/White,2015-06-18 12:01:00,,Louie,,Return_to_owner,Neutered Male
14562,2 years,A669641,Dog,Australian Kelpie Mix,Tan,2014-01-03 14:36:00,,Hannibal,,Return_to_owner,Intact Male
14563,2 months,A706256,Dog,German Shepherd Mix,Tan,2015-07-02 17:40:00,,Groot,,Adoption,Neutered Male
14566,1 year,A671715,Dog,Pit Bull Mix,Blue/White,2014-03-30 16:15:00,,Kevin,,Adoption,Neutered Male
14568,1 year,A716590,Dog,Pharaoh Hound Mix,Red,2015-12-20 00:00:00,,Yams,Partner,Transfer,Spayed Female
14569,2 years,A681149,Dog,Dachshund Mix,Brown,2014-06-19 15:01:00,,Pinky,Partner,Transfer,Intact Male
14570,2 years,A703933,Dog,German Shepherd Mix,Brown/Black,2015-05-31 11:10:00,,Lucy,,Return_to_owner,Spayed Female
14573,2 years,A714037,Dog,Chihuahua Shorthair Mix,Buff,2016-01-17 11:02:00,,Paloma,,Return_to_owner,Intact Female
14574,4 years,A677266,Dog,Brittany/Chihuahua Shorthair,Chocolate/White,2014-04-26 12:44:00,,Lexie,Partner,Transfer,Spayed Female
14575,15 years,A699050,Dog,Shih Tzu,White/Gray,2015-03-24 14:56:00,,Sugars,,Return_to_owner,Spayed Female
14579,3 years,A650282,Dog,Australian Kelpie/American Pit Bull Terrier,Brown Brindle/White,2014-09-13 16:50:00,,Tulip,Partner,Transfer,Spayed Female
14582,2 months,A688350,Dog,Chihuahua Shorthair Mix,Cream/White,2014-09-24 18:26:00,,Peaches,,Adoption,Spayed Female
14585,4 months,A699910,Dog,German Shepherd Mix,Sable,2015-04-08 12:24:00,,,Partner,Transfer,Intact Male
14586,1 year,A679105,Dog,Pit Bull Mix,Apricot/White,2014-11-02 18:30:00,,Diamond,,Return_to_owner,Spayed Female
14587,2 months,A713389,Dog,Manchester Terrier Mix,Black/Tan,2015-10-11 18:31:00,,Maya,,Adoption,Spayed Female
14588,5 years,A689260,Dog,Shetland Sheepdog Mix,Black/Brown,2014-10-22 14:21:00,,Gambit,,Return_to_owner,Neutered Male
14589,8 months,A687239,Dog,Plott Hound Mix,Brown Brindle/White,2014-09-09 17:04:00,,Lucy,,Adoption,Spayed Female
14591,1 year,A712665,Dog,Pit Bull Mix,Fawn/White,2015-11-17 18:26:00,,Jack Nick,,Return_to_owner,Neutered Male
14596,7 months,A674344,Dog,Bruss Griffon/Chihuahua Shorthair,Tan,2014-03-15 13:40:00,,Minnie,Partner,Transfer,Spayed Female
14597,2 years,A701318,Dog,Pug,Fawn,2015-04-27 17:06:00,,Luke,,Return_to_owner,Neutered Male
14599,3 years,A640624,Dog,Australian Cattle Dog,Black/White,2013-11-14 09:52:00,,Pez,,Return_to_owner,Neutered Male
14600,2 years,A666371,Dog,Border Collie/Great Pyrenees,White/Black,2015-02-10 15:11:00,,Bella,,Return_to_owner,Spayed Female
14601,12 years,A690070,Dog,Australian Cattle Dog Mix,Black/White,2014-10-16 13:26:00,,,Partner,Transfer,Spayed Female
14602,2 years,A668905,Dog,Boxer Mix,Red/White,2013-12-23 16:15:00,,,,Adoption,Spayed Female
14603,2 months,A694453,Dog,German Shepherd Mix,Brown/Black,2015-01-01 17:27:00,,,,Adoption,Spayed Female
14604,1 year,A713041,Dog,Labrador Retriever Mix,White,2015-10-07 18:34:00,,,,Adoption,Spayed Female
14605,2 months,A717765,Dog,Chihuahua Shorthair Mix,Brown,2015-12-15 15:16:00,,Moses,Partner,Transfer,Intact Male
14606,4 months,A677115,Dog,Australian Cattle Dog,Yellow/White,2014-05-06 12:57:00,,Jello,Partner,Transfer,Spayed Female
14607,6 years,A664280,Dog,Miniature Poodle Mix,Apricot,2013-10-01 15:51:00,,Coco,,Return_to_owner,Spayed Female
14609,8 years,A688252,Dog,Pointer/Labrador Retriever,White/Black,2014-09-27 14:40:00,,Daisy,,Adoption,Spayed Female
14611,7 years,A604775,Dog,Dachshund Mix,White/Brown,2014-01-02 12:10:00,,Susie Q,Partner,Transfer,Spayed Female
14615,3 years,A697243,Dog,Pit Bull Mix,Brown/Blue,2015-02-20 17:17:00,,Safari,,Return_to_owner,Neutered Male
14616,11 years,A665922,Dog,Dachshund/Chihuahua Shorthair,Tricolor,2013-10-30 15:29:00,,Rocket,Partner,Transfer,Neutered Male
14617,3 years,A622803,Dog,Border Terrier Mix,Brown Brindle,2014-03-26 18:04:00,,Kingsley,,Return_to_owner,Neutered Male
14618,1 year,A699352,Dog,Miniature Poodle Mix,White,2015-04-06 11:44:00,,Rocky,,Adoption,Neutered Male
14619,2 months,A675427,Dog,Pug Mix,Tan/Black,2014-04-03 17:07:00,,,,Adoption,Neutered Male
14620,6 years,A692190,Dog,Dachshund Longhair Mix,Black/Tan,2015-04-23 18:36:00,,Henry,Suffering,Euthanasia,Neutered Male
14621,2 months,A681880,Dog,Cairn Terrier/Chihuahua Shorthair,Fawn/White,2014-06-22 17:20:00,,Lorna,Partner,Transfer,Spayed Female
14623,10 months,A718752,Dog,Plott Hound Mix,Tricolor,2016-01-12 16:21:00,,Coby,,Adoption,Neutered Male
14625,1 year,A686084,Dog,Siberian Husky Mix,Black/White,2014-08-22 18:25:00,,,,Adoption,Spayed Female
14629,11 months,A679868,Dog,Boxer Mix,White/Brown Brindle,2014-12-06 13:39:00,,Tiger Lily,Foster,Adoption,Spayed Female
14630,8 months,A710384,Dog,Border Collie Mix,Black/Brown Brindle,2015-08-27 14:26:00,,,Partner,Transfer,Intact Female
14635,2 years,A710309,Dog,Dalmatian Mix,White/Black,2015-09-24 17:50:00,,Jj,,Adoption,Neutered Male
14638,4 years,A679090,Dog,Dogue De Bordeaux Mix,Red,2014-05-22 16:16:00,,Ace,,Return_to_owner,Neutered Male
14639,1 year,A708453,Dog,German Shepherd,Black/Tan,2015-08-09 15:18:00,,Chauncey,Partner,Transfer,Intact Male
14641,8 months,A694242,Dog,Dachshund Mix,Brown Brindle/White,2014-12-28 17:32:00,,,,Adoption,Spayed Female
14642,1 year,A699648,Dog,Chihuahua Shorthair Mix,Brown/White,2015-06-30 13:09:00,,Plex,Partner,Transfer,Neutered Male
14643,2 years,A677140,Dog,Labrador Retriever Mix,Black,2014-06-27 17:09:00,,Trudy,,Adoption,Spayed Female
14644,2 years,A703237,Dog,Cairn Terrier Mix,White/Tan,2015-05-24 12:24:00,,,Partner,Transfer,Neutered Male
14645,5 months,A693703,Dog,Chihuahua Shorthair Mix,Brown,2014-12-15 13:15:00,,Sauce,,Adoption,Spayed Female
14646,5 years,A673130,Dog,Maltese,White,2014-03-11 13:06:00,,Molly,Foster,Adoption,Spayed Female
14649,1 year,A716786,Dog,Chihuahua Shorthair Mix,White/Black,2015-11-27 18:07:00,,Sassy,,Return_to_owner,Spayed Female
