,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
15563,A689144,Kelly,2014-10-02 14:35:00,Transfer,Partner,Dog,Intact Female,2 years,Labrador Retriever Mix,Brown/White
15564,A679110,,2014-05-19 12:49:00,Transfer,Partner,Dog,Neutered Male,7 years,Lhasa Apso Mix,Brown/White
15567,A669737,Tucker,2014-01-09 17:44:00,Adoption,Foster,Dog,Neutered Male,2 months,Dachshund/Chihuahua Shorthair,Black/White
15569,A691379,Lucy,2014-11-07 18:41:00,Adoption,,Dog,Spayed Female,4 years,Miniature Schnauzer/Miniature Poodle,Black
15570,A719526,Chief Lemon,2016-01-22 11:06:00,Adoption,,Dog,Neutered Male,10 months,Beagle/Australian Kelpie,Black/Tan
15571,A679121,,2014-05-23 14:40:00,Transfer,Partner,Dog,Spayed Female,5 years,Dachshund Mix,Tan/White
15572,A673456,,2014-03-23 18:29:00,Adoption,Foster,Dog,Neutered Male,1 month,Chihuahua Shorthair Mix,Chocolate/Tan
15574,A672118,,2014-02-09 17:13:00,Adoption,,Dog,Spayed Female,8 months,Border Collie/Labrador Retriever,Black
15575,A712510,Baldo,2015-12-26 18:02:00,Adoption,,Dog,Neutered Male,10 months,German Shepherd Mix,White/Brown
15576,A672533,,2014-02-12 15:37:00,Euthanasia,Suffering,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,White/Black
15578,A691270,Shorty,2014-11-02 09:34:00,Euthanasia,Suffering,Dog,Intact Male,1 month,Yorkshire Terrier Mix,Tan/Blue
15579,A673659,Austin,2014-08-21 18:34:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
15582,A719245,,2016-01-20 15:54:00,Transfer,Partner,Dog,Neutered Male,10 years,Labrador Retriever Mix,Black
15583,A721022,Ranger,2016-02-20 11:16:00,Return_to_owner,,Dog,Neutered Male,2 years,Black/Tan Hound Mix,Black/Brown
15585,A680206,Milo,2014-06-02 17:58:00,Adoption,,Dog,Spayed Female,2 months,Jack Russell Terrier Mix,Tricolor
15589,A690848,Hailey,2014-11-21 16:43:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White
15590,A682006,Leo,2014-06-24 15:58:00,Return_to_owner,,Dog,Intact Male,5 years,Presa Canario,Brown/Black
15591,A719031,Rufus,2016-01-18 17:30:00,Adoption,,Dog,Neutered Male,6 months,Miniature Schnauzer/Miniature Poodle,Gray/Tan
15592,A475943,Rosie,2014-03-13 16:30:00,Return_to_owner,,Dog,Spayed Female,13 years,Miniature Poodle,White
15593,A700670,Lucy Lu,2015-06-04 13:16:00,Return_to_owner,,Dog,Spayed Female,3 years,Border Collie Mix,Black
15594,A713904,Santana,2015-10-15 11:21:00,Return_to_owner,,Dog,Intact Male,2 years,Bulldog,White/Brown
15595,A676458,Moon Pie,2014-04-17 14:52:00,Transfer,Partner,Dog,Neutered Male,10 years,Dachshund Mix,Red
15598,A708988,Rex,2015-09-15 18:04:00,Adoption,,Dog,Neutered Male,6 years,German Shepherd Mix,Black/Tan
15601,A692361,,2014-11-21 16:22:00,Transfer,Partner,Dog,Spayed Female,2 years,Yorkshire Terrier,Red/Black
15602,A680809,,2014-06-23 12:20:00,Transfer,Partner,Dog,Intact Male,2 months,Black Mouth Cur Mix,Brown
15605,A707429,,2015-07-13 09:26:00,Euthanasia,Suffering,Dog,Unknown,0 years,Rottweiler Mix,Black/Brown
15608,A597414,Shiner,2015-02-12 11:47:00,Adoption,,Dog,Neutered Male,5 years,Plott Hound,Black Brindle
15610,A684900,Nemo,2014-08-25 14:37:00,Adoption,,Dog,Neutered Male,3 years,Bruss Griffon Mix,Buff
15612,A692902,Cowgirl,2014-12-03 16:05:00,Transfer,Partner,Dog,Spayed Female,2 years,Miniature Schnauzer Mix,White/Black
15613,A707696,,2015-07-16 12:31:00,Euthanasia,Suffering,Dog,Intact Male,1 month,Pit Bull Mix,White/Brown
15618,A717980,Purdy,2015-12-22 18:52:00,Adoption,,Dog,Intact Female,1 year,Dachshund Wirehair Mix,Cream
15619,A675560,Kofi,2014-04-10 13:19:00,Transfer,Partner,Dog,Neutered Male,8 years,Beagle Mix,Tan/White
15620,A707093,Chase,2015-10-04 11:56:00,Return_to_owner,,Dog,Neutered Male,2 years,Bichon Frise Mix,White
15621,A694493,Fiona,2015-05-09 12:53:00,Adoption,,Dog,Spayed Female,4 years,Pit Bull Mix,Black/White
15624,A698852,Chloe,2015-07-14 13:25:00,Transfer,Partner,Dog,Spayed Female,2 years,German Shepherd Mix,Black/Tan
15630,A696718,Myrtle,2015-10-10 14:59:00,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,Tan
15631,A710439,Vinny,2015-10-18 19:09:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Chocolate/White
15632,A665150,,2013-10-14 15:04:00,Transfer,Partner,Dog,Intact Male,4 weeks,Chihuahua Shorthair Mix,Sable
15635,A715498,Camille,2016-01-13 09:03:00,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
15636,A680884,Mayze,2014-06-19 14:44:00,Transfer,Partner,Dog,Spayed Female,2 years,Dachshund Mix,Black/Brown
15637,A696439,Hector,2015-02-11 16:24:00,Transfer,Partner,Dog,Neutered Male,10 months,Labrador Retriever/Australian Cattle Dog,Cream/White
15638,A672746,Manolo,2014-08-13 07:23:00,Return_to_owner,,Dog,Neutered Male,9 years,Jack Russell Terrier Mix,White/Black
15640,A691410,Baby 2,2014-11-04 18:12:00,Return_to_owner,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Blue/White
15641,A680695,Tank,2014-06-10 16:51:00,Return_to_owner,,Dog,Neutered Male,1 year,Rottweiler Mix,Black/Brown
15642,A718810,Mimi,2016-01-11 17:52:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Red
15644,A683487,Bullet,2014-07-13 13:26:00,Return_to_owner,,Dog,Intact Male,3 years,Miniature Pinscher Mix,Black/Brown
15647,A715755,,2015-11-17 00:00:00,Adoption,,Dog,Spayed Female,1 month,Dachshund Mix,Blue Merle
15648,A705043,Ginger,2015-06-16 12:28:00,Adoption,,Dog,Spayed Female,2 years,Miniature Poodle/Miniature Schnauzer,Cream
15649,A600198,Buddy,2014-11-29 11:42:00,Return_to_owner,,Dog,Neutered Male,4 years,Boxer Mix,Brown/Black
15652,A650783,Redbud,2014-02-08 15:36:00,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Tan/White
15653,A678354,,2014-05-11 11:38:00,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever Mix,White/Cream
15654,A651248,Titus,2015-07-07 18:30:00,Adoption,,Dog,Neutered Male,3 years,Doberman Pinsch,Black/Tan
15655,A669146,Natasha,2014-06-15 18:25:00,Adoption,,Dog,Spayed Female,1 year,Jack Russell Terrier/Pit Bull,White
15656,A689186,Rugby,2014-12-26 11:20:00,Adoption,Foster,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black
15657,A696618,Tyler,2015-02-09 12:07:00,Return_to_owner,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Chocolate
15659,A668531,Hope,2013-12-06 16:34:00,Transfer,Partner,Dog,Intact Female,2 months,Australian Cattle Dog Mix,Black/White
15661,A717724,Sheryl,2015-12-19 15:47:00,Transfer,Partner,Dog,Spayed Female,1 year,German Shepherd Mix,Red
15664,A701764,Constable,2015-05-08 11:16:00,Return_to_owner,,Dog,Intact Male,9 months,Labrador Retriever/Border Collie,Black/White
15665,A708326,Sarah,2015-08-03 12:52:00,Adoption,,Dog,Spayed Female,2 years,Australian Shepherd Mix,Brown Merle/White
15668,A711962,Pepper,2015-09-19 13:01:00,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Fawn
15671,A713217,Newton,2015-12-04 17:23:00,Adoption,,Dog,Neutered Male,5 years,Labrador Retriever/German Shepherd,Black
15672,A673580,,2014-02-27 11:18:00,Transfer,Partner,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Brown/White
15673,A703810,,2015-06-03 12:42:00,Adoption,,Dog,Spayed Female,5 months,Black Mouth Cur/Blue Lacy,Sable
15674,A533602,Daisy,2014-10-08 13:40:00,Return_to_owner,,Dog,Spayed Female,7 years,Labrador Retriever Mix,Buff
15675,A716436,Freddi,2015-11-24 17:05:00,Adoption,,Dog,Spayed Female,4 months,Pit Bull Mix,White/Brown
15677,A711994,,2015-09-19 17:08:00,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
15678,A688346,Django,2014-09-26 18:23:00,Return_to_owner,,Dog,Neutered Male,1 year,Miniature Poodle,White
15679,A668581,,2013-12-09 18:27:00,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Cream
15682,A707851,Tank,2015-07-21 17:16:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,White/Black
15684,A672259,Jake,2014-02-16 12:10:00,Return_to_owner,,Dog,Neutered Male,8 years,Manchester Terrier Mix,Black/Brown
15685,A694383,,2014-12-31 16:03:00,Adoption,,Dog,Spayed Female,2 months,Akita Mix,Brown/White
15686,A666651,Bosha,2013-11-05 18:52:00,Return_to_owner,,Dog,Spayed Female,12 years,Labrador Retriever Mix,Chocolate
15688,A701893,Katy,2015-05-10 18:07:00,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever Mix,White/Brown
15690,A720082,,2016-02-15 00:00:00,Transfer,Partner,Dog,Intact Male,2 weeks,Labrador Retriever Mix,Brown Merle
15691,A703257,Jack,2015-08-09 11:45:00,Adoption,,Dog,Intact Male,5 months,Catahoula Mix,Blue Merle/White
15692,A643183,Charlie,2016-01-20 14:07:00,Return_to_owner,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Brown/White
15693,A692087,Snickers,2014-11-18 17:30:00,Adoption,,Dog,Spayed Female,1 year,Parson Russell Terrier Mix,Black/White
15697,A715893,Pancho,2015-11-22 17:26:00,Return_to_owner,,Dog,Neutered Male,9 months,Labrador Retriever Mix,Black/White
15699,A702131,Jake,2015-05-27 16:20:00,Adoption,,Dog,Neutered Male,10 months,Pit Bull Mix,Brown/White
15700,A656444,Paige,2014-02-13 15:50:00,Adoption,Foster,Dog,Spayed Female,1 year,Catahoula Mix,White/Tan
15701,A682523,Maggie,2014-07-02 14:16:00,Return_to_owner,,Dog,Intact Female,7 years,German Shepherd/Australian Cattle Dog,Black/Tan
15703,A696741,Jalapeno,2015-03-14 13:42:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White
15706,A620418,Yodi,2014-12-18 19:24:00,Adoption,Foster,Dog,Neutered Male,3 years,Chihuahua Shorthair,Black
15707,A710417,Skipper,2015-09-12 11:56:00,Adoption,,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,White
15708,A701728,Chico,2015-07-12 11:06:00,Euthanasia,Aggressive,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
15710,A713739,Lazzie,2015-10-13 14:26:00,Euthanasia,Suffering,Dog,Spayed Female,2 years,German Shepherd Mix,Cream/Black
15711,A701443,Rocky,2015-05-23 19:04:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White
15715,A694159,Gary,2014-12-29 17:08:00,Adoption,,Dog,Neutered Male,1 year,Queensland Heeler Mix,Tricolor
15717,A706731,Lucky,2015-07-03 10:09:00,Euthanasia,Aggressive,Dog,Intact Male,2 years,Rottweiler Mix,Black/Brown
15718,A551426,Lluvia,2013-12-23 11:00:00,Euthanasia,Behavior,Dog,Spayed Female,8 years,Cocker Spaniel,Buff/White
15719,A697538,Baxter,2015-03-01 17:51:00,Adoption,,Dog,Neutered Male,5 years,Soft Coated Wheaten Terrier Mix,Cream
15720,A664324,Gus,2014-05-28 18:33:00,Return_to_owner,,Dog,Neutered Male,3 years,Soft Coated Wheaten Terrier Mix,Cream
15721,A712011,Daisy,2015-09-19 12:33:00,Adoption,,Dog,Spayed Female,4 years,Jack Russell Terrier/Chihuahua Shorthair,Tricolor
15724,A523533,Vida,2014-12-30 15:01:00,Return_to_owner,,Dog,Spayed Female,14 years,Boxer Mix,Brown
15726,A707515,Canela,2015-07-24 16:50:00,Return_to_owner,,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Tan
15727,A587990,Cevrus,2014-01-12 18:03:00,Adoption,,Dog,Neutered Male,4 years,Dachshund Mix,Black/White
15728,A698490,Bacon,2015-05-12 17:56:00,Adoption,Foster,Dog,Neutered Male,2 months,Pit Bull Mix,Blue/White
15731,A486687,Lala,2015-09-01 16:01:00,Return_to_owner,,Dog,Spayed Female,8 years,Labrador Retriever/Pit Bull,Brown/White
15734,A714795,,2015-10-28 12:01:00,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever Mix,Black
15735,A707148,Tonka,2015-07-09 09:40:00,Euthanasia,Aggressive,Dog,Intact Male,2 years,Pit Bull Mix,Brown
15740,A415049,Sophie,2015-05-29 13:07:00,Return_to_owner,,Dog,Spayed Female,9 years,Catahoula Mix,Brown Merle/White
15743,A693160,,2014-12-24 08:41:00,Adoption,Foster,Dog,Spayed Female,1 month,Australian Cattle Dog/Border Collie,Black/White
15748,A698510,Thor,2015-04-12 13:32:00,Return_to_owner,,Dog,Neutered Male,5 years,Pit Bull Mix,Brown Brindle
15750,A700527,Nacho,2015-05-03 14:36:00,Transfer,Partner,Dog,Neutered Male,1 year,Australian Shepherd Mix,Chocolate/White
15752,A698185,,2015-03-13 16:05:00,Transfer,Partner,Dog,Intact Female,6 days,Rat Terrier Mix,White
15754,A613785,Casper,2014-07-08 17:29:00,Euthanasia,Aggressive,Dog,Neutered Male,3 years,Pit Bull Mix,White
15755,A697684,,2015-02-26 13:48:00,Transfer,Partner,Dog,Intact Female,2 months,Weimaraner Mix,Chocolate/White
15758,A699955,Jack,2015-05-09 12:40:00,Adoption,,Dog,Neutered Male,7 months,Labrador Retriever Mix,Black
15760,A674847,Chichio,2014-07-12 16:07:00,Euthanasia,Aggressive,Dog,Neutered Male,4 years,Pit Bull Mix,Brown
15761,A699131,Mac,2015-04-02 19:11:00,Return_to_owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown
15762,A702097,Bella,2015-05-09 15:21:00,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Black/Tan
15763,A682603,Poseidon,2015-09-06 18:02:00,Return_to_owner,,Dog,Neutered Male,4 years,Staffordshire Mix,Black/White
15765,A706413,Gizmo,2015-10-12 13:54:00,Adoption,,Dog,Neutered Male,8 years,German Shepherd Mix,Brown
15766,A664097,Remmy,2013-10-11 13:13:00,Transfer,Partner,Dog,Intact Female,9 months,Pointer Mix,Black/White
15770,A702600,Mr. Hunter,2015-05-18 15:47:00,Return_to_owner,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black/White
15771,A669984,Rowdy,2014-01-04 17:12:00,Adoption,,Dog,Neutered Male,2 months,Treeing Walker Coonhound Mix,Brown/White
15773,A715057,,2015-11-08 18:48:00,Adoption,,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Black/White
15775,A668893,Axel,2013-12-11 13:48:00,Euthanasia,Aggressive,Dog,Neutered Male,2 years,Pit Bull Mix,Black Brindle/White
15776,A670760,,2014-01-13 19:09:00,Euthanasia,Suffering,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Brown
15777,A706264,Batman,2015-07-04 15:17:00,Adoption,,Dog,Spayed Female,2 years,Cardigan Welsh Corgi Mix,Tricolor
15781,A694253,,2014-12-29 18:21:00,Adoption,,Dog,Spayed Female,2 years,Maltese/Miniature Poodle,White
15783,A696878,Bodie,2015-02-17 18:41:00,Adoption,,Dog,Neutered Male,2 months,Cocker Spaniel/Australian Shepherd,Brown Brindle/Brown Brindle
15786,A684335,Captain,2014-07-30 16:15:00,Adoption,,Dog,Neutered Male,2 years,Siberian Husky Mix,Black/White
15788,A667935,Gizmo,2013-12-05 10:19:00,Transfer,Partner,Dog,Intact Male,6 years,Chihuahua Longhair/Papillon,Brown/White
15789,A386005,Giovanni,2015-09-26 11:15:00,Return_to_owner,,Dog,Neutered Male,10 years,Australian Cattle Dog/Pit Bull,White/Black
15790,A668788,Scout,2013-12-13 13:31:00,Transfer,Partner,Dog,Intact Male,4 months,Border Collie Mix,White/Black
15791,A669953,,2014-01-03 17:52:00,Adoption,,Dog,Spayed Female,4 months,Pit Bull Mix,Chocolate/White
15793,A680221,Khloe,2014-09-30 12:28:00,Adoption,Foster,Dog,Spayed Female,5 months,Chihuahua Shorthair Mix,Black/Tan
15794,A717414,Tito,2015-12-28 18:13:00,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Buff
15795,A673594,Denali,2014-03-09 18:47:00,Adoption,,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,White/Black
15798,A707099,Luke,2015-08-15 19:21:00,Adoption,,Dog,Neutered Male,11 months,Chihuahua Shorthair Mix,Brown
15800,A694500,Zari,2015-01-04 13:10:00,Transfer,Partner,Dog,Spayed Female,9 years,Dachshund Mix,Red
15802,A676459,Walker,2014-04-16 12:52:00,Transfer,Partner,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Tan
15805,A712535,,2015-09-27 17:57:00,Adoption,,Dog,Neutered Male,8 months,Chihuahua Longhair Mix,Tan
15806,A682804,Roxy,2014-12-05 15:14:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,White/Brown Brindle
15809,A678640,Lucy,2014-05-13 16:40:00,Return_to_owner,,Dog,Spayed Female,6 years,Labrador Retriever,Yellow
15810,A699339,Trixie,2015-03-29 18:20:00,Adoption,,Dog,Spayed Female,4 months,Cardigan Welsh Corgi/Chihuahua Longhair,Brown
15811,A674494,Rosalie,2014-03-30 15:00:00,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White
15814,A664815,Lady,2013-10-20 17:25:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
15815,A671748,Dell,2014-06-12 16:01:00,Adoption,,Dog,Neutered Male,7 years,Pit Bull Mix,Brown/White
15817,A690940,,2014-11-02 17:51:00,Adoption,,Dog,Spayed Female,4 months,Miniature Schnauzer Mix,Black/White
15818,A714322,Rocky,2015-10-24 14:39:00,Return_to_owner,,Dog,Intact Male,14 years,Chihuahua Shorthair Mix,Black/Tan
15819,A362967,Honey,2014-06-15 11:14:00,Return_to_owner,,Dog,Spayed Female,9 years,German Shepherd/Labrador Retriever,Tan/White
15824,A719262,Nia,2016-01-17 14:44:00,Return_to_owner,,Dog,Spayed Female,8 years,American Bulldog Mix,White/Black
15826,A688949,Conrad,2014-09-27 11:55:00,Return_to_owner,,Dog,Intact Male,3 years,Boxer Mix,Black
15827,A679459,Major,2014-06-13 12:48:00,Euthanasia,Behavior,Dog,Neutered Male,3 years,Border Collie Mix,Black/White
15828,A696357,Derby,2015-02-09 17:32:00,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever/Staffordshire,Black/White
15831,A710005,Aj,2015-08-19 19:06:00,Adoption,,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Sable
15835,A682513,Beka,2014-07-02 17:14:00,Return_to_owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tricolor
15836,A682769,,2014-07-02 16:59:00,Euthanasia,Suffering,Dog,Intact Male,5 years,Dachshund/Chihuahua Shorthair,Red
15839,A690524,Betty,2014-11-08 14:03:00,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Black/White
15840,A696957,Alexander,2015-07-23 11:06:00,Adoption,Foster,Dog,Neutered Male,8 years,Staffordshire Mix,Tan/White
15841,A665029,,2013-10-12 16:39:00,Transfer,Partner,Dog,Intact Female,4 months,Pit Bull Mix,Black/White
15842,A690345,Pumpkin,2014-10-31 15:53:00,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Chocolate
15844,A711582,Angelina,2016-01-18 12:21:00,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
15847,A621537,Bubba,2015-04-16 13:24:00,Transfer,Partner,Dog,Neutered Male,6 years,Pit Bull Mix,Blue/White
15849,A693528,Jackson,2015-01-04 18:09:00,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue Tiger/White
15853,A711937,Beaux,2015-09-14 13:50:00,Return_to_owner,,Dog,Neutered Male,11 years,Alaskan Malamute Mix,White/Silver
15858,A659835,Moon Doggie,2014-05-17 15:54:00,Adoption,,Dog,Neutered Male,9 months,Labrador Retriever/Doberman Pinsch,Black
15859,A684895,Max,2014-08-27 18:38:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown/White
15861,A684379,Kreydos,2014-08-01 13:21:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Tricolor
15862,A694444,Moose,2015-01-01 17:50:00,Adoption,,Dog,Neutered Male,4 months,Cardigan Welsh Corgi Mix,Black
15863,A677416,Bombay,2014-07-27 14:52:00,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Brown
15864,A716072,,2015-11-18 16:47:00,Adoption,,Dog,Spayed Female,1 year,Australian Kelpie Mix,Black/Tan
15865,A717701,Bo,2015-12-17 15:18:00,Adoption,,Dog,Neutered Male,8 years,Yorkshire Terrier,Red/Black
15866,A667062,,2013-12-03 17:27:00,Adoption,,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
15868,A661789,Tank,2013-10-28 17:54:00,Euthanasia,Behavior,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
15869,A677030,,2014-04-23 16:18:00,Transfer,Partner,Dog,Neutered Male,2 years,Dachshund Mix,Blue Merle
15872,A692257,,2014-11-21 17:49:00,Adoption,,Dog,Spayed Female,2 months,Italian Greyhound Mix,White/Tan
15873,A674274,,2014-03-14 11:01:00,Transfer,Partner,Dog,Intact Male,1 year,Rat Terrier Mix,White/Chocolate
15878,A667104,Decker,2013-11-21 14:12:00,Transfer,Partner,Dog,Neutered Male,1 year,Labrador Retriever Mix,Chocolate
15879,A716278,Stefanie,2015-11-23 00:00:00,Transfer,Partner,Dog,Spayed Female,5 years,Australian Shepherd Mix,White/Red
15880,A720669,,2016-02-18 17:08:00,Adoption,,Dog,Spayed Female,7 months,Australian Cattle Dog Mix,Tan
15882,A696971,Remington,2015-04-05 17:37:00,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Black Brindle
15885,A665719,,2013-11-03 17:15:00,Adoption,,Dog,Spayed Female,2 months,Chihuahua Longhair Mix,Tan
15886,A688427,,2014-10-04 18:46:00,Transfer,Partner,Dog,Neutered Male,3 years,American Bulldog Mix,White
15888,A707517,Flack,2015-08-25 14:43:00,Return_to_owner,,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Black/White
15890,A675079,Serrano,2014-03-24 12:06:00,Return_to_owner,,Dog,Neutered Male,15 years,Chihuahua Shorthair Mix,Tan
15892,A698293,Maddi,2015-03-18 18:10:00,Return_to_owner,,Dog,Spayed Female,1 year,Soft Coated Wheaten Terrier,White/Gray
15893,A705826,,2015-06-21 17:39:00,Euthanasia,Suffering,Dog,Intact Female,1 month,Pit Bull Mix,Tan/White
15895,A677919,Gigi,2015-02-04 17:20:00,Return_to_owner,,Dog,Neutered Male,2 years,Cardigan Welsh Corgi Mix,Red/White
15896,A685475,,2014-08-12 12:25:00,Euthanasia,Suffering,Dog,Spayed Female,8 years,Siberian Husky Mix,Cream
15897,A685831,Buffy,2014-08-17 12:46:00,Transfer,Partner,Dog,Spayed Female,1 year,Great Pyrenees Mix,White
15898,A698201,,2015-05-02 21:10:00,Adoption,Offsite,Dog,Neutered Male,1 month,Labrador Retriever Mix,White
15900,A704291,Simba,2015-06-30 13:08:00,Transfer,Partner,Dog,Neutered Male,3 months,Labrador Retriever Mix,White
15901,A666853,King,2013-12-14 17:52:00,Adoption,,Dog,Neutered Male,6 years,Anatol Shepherd Mix,White/Tan
15904,A693734,,2014-12-18 11:46:00,Adoption,,Dog,Spayed Female,6 months,Queensland Heeler Mix,Blue Merle/Blue Merle
15907,A676947,Maggie,2014-04-26 13:44:00,Adoption,Offsite,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan
15911,A714549,Big Boy,2015-10-25 12:50:00,Return_to_owner,,Dog,Intact Male,4 years,Rottweiler,Black/Tan
15914,A700649,Baby Girl,2015-04-22 18:30:00,Return_to_owner,,Dog,Spayed Female,4 years,Pit Bull Mix,Blue/White
15915,A673660,Loulou,2014-03-04 18:46:00,Adoption,,Dog,Spayed Female,4 months,Australian Shepherd Mix,White/Black
15920,A720368,Junior,2016-02-11 19:13:00,Return_to_owner,,Dog,Neutered Male,2 years,Soft Coated Wheaten Terrier Mix,White
